problem,reference_label,base_model_predicted,base_model_correct,quantized_model_predicted,quantized_model_correct,base_model_time,quantized_model_time
"Sentence1: UAL attorney James Sprayregen told a court hearing yesterday that it would submit a fresh business plan , but gave no indication of when . Sentence2: UAL bankruptcy attorney James Sprayregen said at a court hearing the company will submit an updated business plan to the Air Transportation Stabilization Board , but gave no timeframe .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5121424198150635,0.48084259033203125
"Sentence1: There were estimated to be between 400,000 and 750,000 Iraqis employed by state-owned enterprises , but most of the businesses were non- operative , he said . Sentence2: There are estimated to be between 400,000 and 750,000 Iraqis employed by state-owned enterprises in Iraq , but most of the businesses are currently inoperative , he said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5141780376434326,0.5872571468353271
"Sentence1: Attackers detonated a second roadside bomb later Sunday as a U.S. convoy was traveling near Fallujah , killing an American soldier and wounding three others . Sentence2: Attackers detonated a second roadside bomb later yesterday as a U.S. convoy was travelling near Falluja , just west of Baghdad , killing an U.S. soldier and wounding three others .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5154409408569336,1.6971442699432373
"Sentence1: He and 13 others were arrested Monday after blocking traffic in support of striking university workers . Sentence2: On Friday , 83 strike supporters were arrested for blocking traffic .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.3872261047363281,0.5797622203826904
"Sentence1: At 11 p.m. , Henri was centered about 70 miles southwest of St. Petersburg and was becoming disorganized as it drifted south at about 3 mph , forecasters said . Sentence2: Henri was centered about 75 miles southwest of Cedar Key and was moving east-northeast at 5 mph , forecasters said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5142326354980469,4.695400953292847
Sentence1: Southwest said it recently exercised remaining options for the delivery of nine Boeing 737-700s next year . Sentence2: Boeing said yesterday that Southwest exercised options to purchase 15 737s for delivery next year .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,0.5112731456756592,0.4748091697692871
"Sentence1: My judgment is 95 percent of that information could be declassified , become uncensored so the American people would know , "" Mr. Shelby said on NBC 's "" Meet the Press . "" Sentence2: "" My judgement is 95 percent of that information should be declassified , become uncensored , so the American people would know . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5125143527984619,0.4741215705871582
"Sentence1: Following the ATP 's notification by Hewitt 's lawyers of pending action , it issued another statement that Hewitt has added to his suit . Sentence2: Following ATP 's notification by Hewitt 's lawyers that action was pending , it issued another statement in April which Hewitt has added to his suit .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5115964412689209,3.6756210327148438
"Sentence1: "" I ´ m very proud of the citizens of this state , "" Gov. John Baldacci said . Sentence2: Im very proud of the citizens of this state , said Gov. John Baldacci , a casino foe .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,2.9871392250061035,2.7477200031280518
"Sentence1: Dotson , 21 , admitted to FBI agents that he shot Dennehy in the head "" because Patrick had tried to shoot him , "" according to an arrest warrant released yesterday . Sentence2: According to an arrest warrant released Tuesday , Dotson admitted to FBI agents that he shot Dennehy in the head "" because Patrick had tried to shoot him . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.513277530670166,0.47366929054260254
"Sentence1: If this escalation continues as Rowling concludes the saga , there may be an epidemic of Hogwarts headaches in the years to come , he wrote . Sentence2: "" If this escalation continues as Rowling concludes the saga , there may be an epidemic of Hogwarts headaches for years to come . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5130128860473633,0.47357773780822754
"Sentence1: The program , which downloads the pornographic material to the usurped computer only briefly to allow visitors to view it , is invisible to the computer 's owner . Sentence2: The program , which only briefly downloads the pornographic material to the usurped computer , is invisible to the computer 's owner .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5114870071411133,4.371941328048706
"Sentence1: On March 6 , the board , most of them appointed by Gov. George Pataki , unanimously agreed to the hikes ; they were implemented at the beginning of this month . Sentence2: On March 6 , the board , most of whose members were appointed by Gov. George Pataki , unanimously agreed to impose the hikes .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.512686014175415,0.47381114959716797
"Sentence1: From that point until costs reached $ 5,300 , the individual would pay 100 percent of the bill . Sentence2: Above that , Medicare would pay 90 percent of all drug costs .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,1.2637536525726318,4.37739109992981
"Sentence1: Two Kuwaitis and six Palestinians with Jordanian passports were among the suspects , the official said . Sentence2: They include two Kuwaitis and six Palestinians with Jordanian passports , and the remainder are Iraqis and Saudis , the official said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5120887756347656,0.4729959964752197
Sentence1: Mailblocks was founded five years after WebTV was acquired by Microsoft for $ 425 million . Sentence2: WebTV was sold to Microsoft in 1997 for $ 425 million and today is called MSN TV .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,0,0,1,0,1,0.5117688179016113,0.47227048873901367
"Sentence1: The specific product that is the subject of the petition , 6000 series aluminium alloy rolled plate , is used for general-purpose engineering , tooling and die applications . Sentence2: At the center of the petition is a 6000 series aluminum alloy rolled plate that is used for general-purpose engineering , tooling and die applications .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5120749473571777,0.47404050827026367
"Sentence1: "" We will keep fighting within the law ... against this terrorist group and those who support it . "" Sentence2: We will keep fighting , within the law , against the terrorist band . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5108323097229004,0.4720633029937744
"Sentence1: Only one third of high-speed trains within France were running , national rail company Societe Nationale des Chemins de Fer said . Sentence2: One third of high-speed trains within France will run , national railway company Societe Nationale des Chemins de Fer estimates .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5127124786376953,2.9102602005004883
"Sentence1: Instead of remains , the Ragusas will bury a vial of Michael 's blood , which he had donated to a bone marrow center . Sentence2: Instead of Ragusa 's remains , his family will bury a vial of blood he had donated to a bone marrow center .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5130696296691895,3.0774734020233154
"Sentence1: "" But I do question the motives of a deskbound president who assumes the garb of a warrior for the purposes of a speech . "" Sentence2: Byrd , speaking from the Senate floor , said he questioned "" the motives of a deskbound president who assumes the garb of a warrior for purposes of a speech . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,1,0,0,1,0.5120725631713867,3.1502976417541504
"Sentence1: But it now has 600 fewer stores - about 1,500 in all - and a $ 2 billion loan to compete against bigger merchants . Sentence2: It now has 600 fewer stores -- about 1,500 in all -- and a $ 2 billion loan .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,1,0,0,1,0.5129036903381348,4.375978946685791
Sentence1: Two of the six people who testified before Congress Wednesday were engaged in a bitter dispute about airing Yankees games . Sentence2: Two of the six people that testified to Congress today were engaged in a bitter dispute over airing Yankees games .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,1,1,0.5120530128479004,0.4729955196380615
"Sentence1: Tampering with medicine has been so lucrative that many of those arrested lived in million-dollar homes . Sentence2: Tampering with medicine apparently was so lucrative , investigators said , that many of the suspects lived in million-dollar homes .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5118484497070312,4.407149314880371
Sentence1: The new link between Mohammed and Pearl was first reported in Tuesday 's editions of The Wall Street Journal . Sentence2: The US acknowledgment that it suspects that Mohammed killed Pearl was first reported in yesterday 's editions of the Journal .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,0.5118100643157959,0.47329235076904297
"Sentence1: The decades-long conflict has killed more than 10,000 people in the resource-rich province , most of them civilians . Sentence2: More than 10,000 people , most of them civilians , have been killed in three decades of insurgency .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5123417377471924,4.408550024032593
"Sentence1: In Somalia , only 26 % of adolescent females ( aged 10-19 ) have heard of Aids and just 1 % know how to protect themselves . Sentence2: In Somalia , the report says , only 26 percent of adolescent girls have heard of AIDS and only 1 percent know how to protect themselves .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5120177268981934,4.393864870071411
"Sentence1: "" Of course the FBI agent who ran him down received nothing , "" Mr. Connolly said . Sentence2: And , of course , the FBI agent who ran him down received nothing - no ticket , no violation . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5113158226013184,0.47260236740112305
Sentence1: At least two dozen people were killed and scores injured . Sentence2: More than a dozen people were killed in those attacks .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,0,0,1,0,1,1.1371080875396729,0.46904444694519043
"Sentence1: The U.S.-backed Governing Council appointed a cabinet of 25 ministers , most of them little-known , saying they represented the will of Iraq . Sentence2: The U.S.-backed Governing Council named the cabinet of 25 ministers on Monday , most of them little-known .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,1,0,0,1,0.5124759674072266,0.47359275817871094
"Sentence1: Democratic presidential candidate Joe Lieberman accused President Bush on Wednesday of presiding over a new economy with old thinking , and for failing to reward innovation in the workplace . Sentence2: Democratic presidential candidate Joe Lieberman criticized President Bush on Wednesday for a sluggish economy that has kept Americans out of work .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,1.2675824165344238,0.4735844135284424
Sentence1: Police said three of them had also been detained last week and held for two days as suspects over bomb attacks in Jakarta and the North Sumatran city of Medan . Sentence2: Police said three of them had also been detained last week and held for two days as suspects over recent bomb attacks .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,0.5133407115936279,3.561565399169922
"Sentence1: He said they should "" not really be patrolling or be around those areas when they ... are conducting their prayers . "" Sentence2: He said they should "" not really be patrolling or be around those areas when they are in their time of when they 're conducting their prayers . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5131134986877441,0.4736762046813965
"Sentence1: The search feature works with around 120,000 titles from 190 publishers , which translates into some 33 million pages of searchable text . Sentence2: The feature , which has the approval of book publishers , puts some 33 million pages of searchable text at the disposal of Amazon.com shoppers .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5130019187927246,3.0847158432006836
Sentence1: The dollar rose 0.6 percent to 109.54 yen < JPY = > and climbed more than 1 percent to 1.3315 Swiss francs < CHF = > . Sentence2: The dollar rose around 0.6 percent against the Japanese currency to 109.51 yen < JPY = > and climbed 1 percent against the Swiss franc to 1.3302 francs < CHF = > .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,0,0,1.7054800987243652,4.400072336196899
Sentence1: Late trading : Placing a buy order for a mutual fund after 4 p.m. ET and getting it at that day 's closing net asset value . Sentence2: Forward pricing : Law that states mutual fund shares bought after 4 p.m. ET are priced at the next day 's closing net asset value .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,0,0,1,0,1,0.511817216873169,4.387667894363403
"Sentence1: "" Fighting continued until midnight , "" western rebel commander Ousmane Coulibaly told Reuters by satellite phone on Sunday . Sentence2: "" They ransacked and burned the two villages completely , "" rebel commander Ousmane Coulibaly told Reuters by satellite phone from the bush .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5128579139709473,3.1012420654296875
"Sentence1: Tampa Bay manager Lou Piniella , bench coach John McLaren and right fielder Aubrey Huff were ejected for arguing after Huff was called out on strikes to end the ninth . Sentence2: Tampa Bay manager Lou Piniella , bench coach John McLaren and Huff all were ejected in the middle of the ninth .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5124020576477051,4.4186201095581055
"Sentence1: The Standard & Poor 's 500 index advanced 5.37 , or 0.5 percent , to 1,020.18 . Sentence2: The Standard & Poor 's paper products index .GSPPAPR was one of the leading sectors , up 2 percent .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5128264427185059,4.370149374008179
Sentence1: Every day more American soldiers die . Sentence2: We 're losing one or two American soldiers every day .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,0,0,0.3861827850341797,0.4681968688964844
"Sentence1: A coalition of campaign groups , including the militant national students body , is backing the protests , which the NLC called in defiance of a court order banning them . Sentence2: A coalition of campaign groups , including the militant national students body , is backing the action and is mobilising for protests .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,1.2668523788452148,4.378911018371582
"Sentence1: The Seattle band 's groundbreaking grunge anthem is No. 1 on VH1 's list of the "" 100 Greatest Songs of the Past 25 Years . "" Sentence2: See the complete list of VH1 's ' 100 Greatest Songs of the Past 25 Years .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5128295421600342,4.373644590377808
"Sentence1: Drinking more coffee may reduce the risk of developing the most common form of diabetes , a study has found . Sentence2: Drinking caffeinated coffee , you see , may significantly reduce your risk of type 2 diabetes , the most common form of the disease .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5120842456817627,4.3705830574035645
"Sentence1: In Britain , temperatures threatened to top the 37.1 C ( 98.8 F ) all-time high . Sentence2: Western and southwestern Germany were expected to see temperatures hit 38 C ( 100.4 F ) .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5121259689331055,0.47348499298095703
"Sentence1: A car and a house were hit in the latest shootings , said Chief Deputy Steve Martin of the Franklin County sheriff 's office . Sentence2: A car and a house were hit in the new shootings , the chief deputy sheriff of Franklin County , Steve Martin , said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5121557712554932,0.4733285903930664
"Sentence1: In a letter sent to The Times and read to the Associated Press after his resignation , Blair blamed "" personal issues "" and apologized for his "" lapse of journalistic integrity . "" Sentence2: In a letter sent to The New York Times after his resignation , Mr Blair blamed "" personal issues "" and apologised for his "" lapse of journalistic integrity "" .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.6202390193939209,2.66079044342041
"Sentence1: "" September and third quarter data confirm that demand in the global semiconductor market is rising briskly , "" said George Scalise , president of the SIA . Sentence2: "" September and third-quarter data confirm that demand in the global semiconductor market is rising briskly , "" George Scalise , the SIA 's president , said in the statement .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,1.2678680419921875,1.3715450763702393
Sentence1: No pill is ever expected to replace earplugs and other mechanical ear protection . Sentence2: Nobody is saying such a pill could replace earplugs and other mechanical ear protection .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,0.3868749141693115,0.46887707710266113
"Sentence1: In after-hours trading , H-P shares rose 62 cents to $ 22.83 after adding 56 cents in the regular session . Sentence2: In after-hours trading , Hewlett-Packard shares rose 55 cents , to $ 22.86 , according to Instinet .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,5.697016954421997,2.3609976768493652
"Sentence1: Lower state courts and federal courts are still hearing recall several recall cases , one of which a Los Angeles court dismissed on Friday . Sentence2: Lower state courts and federal courts are still hearing cases on the recall , but the prospects are uncertain .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5119838714599609,0.4732320308685303
"Sentence1: To reach John A. Dvorak , who covers Kansas , call ( 816 ) 234-7743 or send e-mail to jdvorak @ kctar.com. Sentence2: To reach Brad Cooper , Johnson County municipal reporter , call ( 816 ) 234-7724 or send e-mail to bcooper @ kcstar.com.. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5133943557739258,0.47411632537841797
"Sentence1: He will be paid $ 395,000 per year , up from Atkinson 's current salary of $ 361,400 . Sentence2: Dynes will be paid $ 395,000 a year ; Atkinson 's salary is $ 361,400 .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.512939453125,0.4751007556915283
"Sentence1: He admits he occasionally lived the life of a playboy : smoking pot , chasing women and living fast and loose . Sentence2: Schwarzenegger has admitted to occasionally living the life of a playboy : smoking pot , chasing women and living fast and loose .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5121574401855469,0.4724466800689697
Sentence1: The case puts the Supreme Court back into the debate over the separation of church and state . Sentence2: The case marks the court 's second major separation of church and state case in two years .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,1.2631950378417969,4.386854410171509
"Sentence1: In 2001 , the number of death row inmates nationally fell for the first time in a generation . Sentence2: In 2001 , the number of people on death row dropped for the first time in a decade .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5116269588470459,0.47199106216430664
"Sentence1: The contract also includes a $ 200,000 buyout . Sentence2: Perkins also had a $ 200,000 buyout clause in his contract .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.3863954544067383,0.4689674377441406
Sentence1: Prosecutors contended that Mr. Durst had plotted the murder to assume Mr. Black 's identity . Sentence2: Prosecutors maintained that Durst murdered Black to try to assume Black 's identity .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,1,1,0.5108294486999512,0.47185826301574707
"Sentence1: "" The lives of American warfighters can be placed at direct risk through illegal transfer of military components , "" said Defense Department Inspector General Joseph Schmitz . Sentence2: "" The lives of American war-fighters can be placed at direct risk through illegal transfer of military components , "" Joseph Schmitz , Defence Department inspector general , said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,4.402428865432739,4.041072368621826
"Sentence1: Thirty-eight percent of patients surveyed in five urban clinics believed the myth that cancer spreads when exposed to air during surgery , according to a poll to be published Tuesday . Sentence2: Thirty-eight percent of cancer patients in five urban clinics believed the myth that the disease spreads when exposed to air during surgery , according to a survey .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,4.7231831550598145,4.373423099517822
"Sentence1: For the first quarter , HP pulled in $ 2.94 billion and captured 27.9 percent of the market . Sentence2: H-P came in second with nearly $ 3.32 billion in sales and 26 percent of the market 's revenue .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5122222900390625,3.439563035964966
"Sentence1: Still , Mauresmo has the confidence of having beaten Serena for the first time and also is buoyed by Venus Williams ' upset loss Sunday to Vera Zvonareva . Sentence2: She has the confidence of having beaten her for the first time and she is buoyed by Venus Williams ' upset loss of two days ago .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,5.706541299819946,4.367153882980347
"Sentence1: The latest attack came just two days after three suicide bombers drove a truck loaded with explosives into a government office complex in northern Chechnya , killing 59 people . Sentence2: The attacks came two days after suicide bombers detonated a truck bomb in a Government compound in northern Chechnya , killing 59 .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5121245384216309,0.47359132766723633
"Sentence1: "" I reliably receive reminders when my dog needs a vaccination , "" writes Steinberg , of Johns Hopkins University . Sentence2: "" I reliably receive reminders when my dog needs a vaccination and when my car is due for maintenance , "" he said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5124850273132324,3.389981985092163
"Sentence1: In early afternoon trading , the Dow Jones industrial average was down 18.42 , or 0.2 percent , at 8,569.94 . Sentence2: Since sinking to 2003 lows in early March , the Dow Jones industrial average has rallied 13.8 % .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5126686096191406,4.2084455490112305
"Sentence1: The legislation opens the way for police and other personnel to be deployed to the Solomons and to carry out law enforcement functions . Sentence2: "" Once the legislation enters into force , it opens the way for police and other personnel to be deployed to Solomon Islands and to carry out law-enforcement functions .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5119469165802002,4.396794557571411
"Sentence1: Falls in euro / yen also pushed down the dollar against the yen , with the pair at 118.32 yen compared with Friday 's late New York level of 118.51 . Sentence2: Against the Japanese currency , the euro was at 136.06 yen compared with the late New York level of 136.03 / 14 .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5130660533905029,4.3787312507629395
"Sentence1: Wells Fargo and Quicken Loans couldn 't be reached for comment Wednesday afternoon . Sentence2: Wells Fargo was not available for comment , and a Quicken Loans spokeswoman declined immediate comment .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5106699466705322,4.612586259841919
Sentence1: The FBI is trying to determine when White House officials and members of the vice president 's staff first focused on Wilson and learned about his wife 's employment at the CIA . Sentence2: The FBI is trying to determine when White House officials and members of the vice president ’ s staff first focused on Wilson and learned about his wife ’ s employment at the agency .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,0,0,1.2685184478759766,4.384341716766357
"Sentence1: Mr Neil said that according to the source , the report will say its inspectors have not even unearthed "" minute amounts of nuclear , chemical or biological weapons material "" . Sentence2: According to the BBC , the group 's interim report will say its inspectors have not even unearthed "" minute amounts of nuclear , chemical or biological weapons material "" .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5125253200531006,4.382017135620117
"Sentence1: Marjorie Scardino , the chief executive , said : "" We have one headline . Sentence2: Pearson , led by Marjorie Scardino , the chief executive , publishes its interim results this week .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,1.2643790245056152,0.47332215309143066
Sentence1: Randall Simon singled to right for the second run . Sentence2: Randall Simon followed with an RBI single to right .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,0,0,0.3863210678100586,0.46886730194091797
"Sentence1: She was physically ill several times on the day he died , she said . Sentence2: "" In fact , I was physically sick several times at this stage , because he looked so desperate , "" she said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,1,0,0,1,0.5108108520507812,0.47298645973205566
"Sentence1: No legislative action is final without concurrence of the House , and it appeared the measure faced a tougher road there . Sentence2: No legislative action is final without concurrence of the House , and few were predicting what fate the bill would meet there .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.2662239074707031,0.4737675189971924
"Sentence1: This is a case about a woman who for 20 years dedicated her life to this country , "" said Janet Levine . Sentence2: "" This case is about a woman who for over 20 years dedicated herself to this country , "" Levine said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,0.5116801261901855,0.47326087951660156
"Sentence1: "" In Iraq , "" Sen. Pat Roberts , R-Kan . , chairman of the intelligence committee , said on CNN 's "" Late Edition "" Sunday , "" we 're now fighting an anti-guerrilla ... effort . "" Sentence2: "" In Iraq , "" Sen. Pat Roberts ( R-Kan . ) , chairman of the intelligence committee , said on CNN 's "" Late Edition "" yesterday , "" we 're now fighting an anti-guerrilla . . . effort . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.7195372581481934,1.385913372039795
Sentence1: The yield on the benchmark 10-year Treasury note rose as high as 4.66 percent Aug. 14 from 3.07 percent in June . Sentence2: The yield on the 10-year Treasury note rose to 4.46 % from 4.42 % late Thursday .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,1.2666029930114746,4.408696889877319
"Sentence1: The farmers market reopened Saturday ; at least 11 people remained hospitalized , three in critical condition . Sentence2: At least 11 people remained hospitalized Saturday , three of them in critical condition .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,1,0,0,1,0.5105481147766113,0.47260069847106934
Sentence1: A Trillian representative did not return an e-mail requesting comment . Sentence2: The representative did not return calls seeking additional comment .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,0,0,0.3866274356842041,0.4690513610839844
"Sentence1: State health officials have reported 18 suspected cases in Wisconsin , 10 in Indiana and five in Illinois . Sentence2: As of yesterday afternoon , 22 suspected cases had been reported in Wisconsin , 10 in Indiana and five in Illinois .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5121910572052002,0.4731936454772949
"Sentence1: No charges have been filed in the deaths of the other victims ; Lupas said authorities were making progress in the case . Sentence2: No charges have been filed in those deaths , but prosecutor David Lupas said authorities were making progress in the case .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5116896629333496,0.47327470779418945
"Sentence1: The head of the panel -- Tillie Fowler , a former US representative from Florida -- told present and past commanders that cadets don 't trust them . Sentence2: The head of the panel , former Rep. Tillie Fowler of Florida , told present and past commanders that cadets don 't trust them .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.511563777923584,0.47391366958618164
"Sentence1: Cable high-speed lines increased 32.2 percent to 243,143 . Sentence2: For the full year , high-speed ADSL increased by 64 percent .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,1.1394224166870117,4.18754768371582
"Sentence1: "" It 's unfortunate that Senator Clinton would seek to politicize such a qualified nominee as Governor Leavitt , "" said Taylor Gross , a White House spokesman . Sentence2: "" It is unfortunate that Senator Clinton would seek to politicize such a qualified nominee as Governor Leavitt .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,1.2665832042694092,0.47324371337890625
"Sentence1: The girl turned up two days later at a convenience store several cities away , shaken but safe , and helped lead police to her alleged abductor . Sentence2: The arrest came hours after the girl turned up at a convenience store several cities away and helped lead police to her alleged abductor .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5129797458648682,4.368854761123657
"Sentence1: Ride , astronauts Story Musgrave , Robert "" Hoot "" Gibson and Daniel Brandenstein will enter the hall of fame together . Sentence2: Ride will be enshrined along with astronauts Story Musgrave , Robert "" Hoot "" Gibson and Daniel Brandenstein .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,0.5125834941864014,0.47234106063842773
"Sentence1: They varied greatly , ranging from one per cent or two per cent to 36 per cent for a speciality US brand called American Spirit . Sentence2: The results ranged from 1 per cent or 2 per cent to 36 per cent for a speciality brand called American Spirit .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,5.695466995239258,3.8043365478515625
Sentence1: The board is investigating whether a shortage of funds in the shuttle program compromised safety . Sentence2: The board is investigating whether this compromised safety on the shuttle .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,1.1385326385498047,4.404736042022705
"Sentence1: The island nation reported 65 new cases on May 22 , a one day record , and 55 new cases on May 23 , making Taiwan 's epidemic the fastest-growing in the world . Sentence2: Taiwan reported 65 new cases on May 22 , a one-day record , and 55 new cases on May 23 , making its epidemic the world 's fastest-growing .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5147209167480469,4.096394300460815
"Sentence1: A year earlier , it posted a profit of $ 102 million , or 13 cents a share . Sentence2: That was more than double the $ 102 million , or 13 cents a share , for the year-earlier quarter .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,1,0,0.5120863914489746,0.4732329845428467
